,careergames,careerRec,careerRecYds,careerYPC,careerRecTds,careerRushAtt,careerRushYds,careerYPA,careerRushTds,careerPlays,careerTotalYds,careerYPT,careerTotalTds,Player,Year,School,Conf,Class,Pos,dr_1games,dr_1Rec,dr_1RecYds,dr_1YPC,dr_1RecTds,dr_1RushAtt,dr_1RushYds,dr_1YPA,dr_1RushTds,dr_1Plays,dr_1TotalYds,dr_1YPT,dr_1TotalTds,dr_2games,dr_2Rec,dr_2RecYds,dr_2YPC,dr_2RecTds,dr_2RushAtt,dr_2RushYds,dr_2YPA,dr_2RushTds,dr_2Plays,dr_2TotalYds,dr_2YPT,dr_2TotalTds,dr_3games,dr_3Rec,dr_3RecYds,dr_3YPC,dr_3RecTds,dr_3RushAtt,dr_3RushYds,dr_3YPA,dr_3RushTds,dr_3Plays,dr_3TotalYds,dr_3YPT,dr_3TotalTds
0,,165.0,2174.0,13.2,10.0,22.0,149.0,6.8,0.0,187,2323,12.4,10,Aaron Burbridge,2015,Michigan State,Big Ten,SR,WR,14.0,85.0,1258.0,14.8,7.0,9.0,44.0,4.9,0.0,94,1302,13.9,7,13.0,29.0,358.0,12.3,1.0,8.0,39.0,4.9,0.0,37,397,10.7,1,9.0,22.0,194.0,8.8,0.0,4.0,62.0,15.5,0.0,26,256,9.8,0
0,,254.0,3361.0,13.2,21.0,63.0,520.0,8.3,1.0,317,3881,12.2,22,Tyler Boyd,2015,Pitt,ACC,JR,WR,12.0,91.0,926.0,10.2,6.0,40.0,349.0,8.7,0.0,131,1275,9.7,6,13.0,78.0,1261.0,16.2,8.0,12.0,63.0,5.3,0.0,90,1324,14.7,8,13.0,85.0,1174.0,13.8,7.0,11.0,108.0,9.8,1.0,96,1282,13.4,8
0,,141.0,1686.0,12.0,9.0,28.0,152.0,5.4,1.0,169,1838,10.9,10,Demarcus Ayers,2015,Houston,American,JR,WR,14.0,97.0,1221.0,12.6,6.0,26.0,148.0,5.7,1.0,123,1369,11.1,7,13.0,33.0,335.0,10.2,2.0,2.0,4.0,2.0,0.0,35,339,9.7,2,13.0,11.0,130.0,11.8,1.0,0.0,0.0,,0.0,11,130,11.8,1
0,,126.0,2267.0,18.0,21.0,15.0,118.0,7.9,0.0,141,2385,16.9,21,Dede Westbrook,2016,Oklahoma,Big 12,SR,WR,13.0,80.0,1524.0,19.1,17.0,10.0,101.0,10.1,0.0,90,1625,18.1,17,13.0,46.0,743.0,16.2,4.0,5.0,17.0,3.4,0.0,51,760,14.9,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,327.0,4179.0,12.8,32.0,0.0,0.0,,0.0,327,4179,12.8,32,Trent Taylor,2016,Louisiana Tech,CUSA,SR,WR,14.0,136.0,1803.0,13.3,12.0,0.0,0.0,,0.0,136,1803,13.3,12,13.0,99.0,1282.0,12.9,9.0,0.0,0.0,,0.0,99,1282,12.9,9,14.0,64.0,834.0,13.0,9.0,0.0,0.0,,0.0,64,834,13.0,9
0,,253.0,4234.0,16.7,41.0,14.0,49.0,3.5,0.0,267,4283,16.0,41,Taywan Taylor,2016,Western Kentucky,CUSA,SR,WR,14.0,98.0,1730.0,17.7,17.0,6.0,36.0,6.0,0.0,104,1766,17.0,17,14.0,86.0,1467.0,17.1,17.0,7.0,2.0,0.3,0.0,93,1469,15.8,17,12.0,45.0,767.0,17.0,7.0,1.0,11.0,11.0,0.0,46,778,16.9,7
0,,243.0,2903.0,11.9,19.0,25.0,82.0,3.3,0.0,268,2985,11.1,19,Ryan Switzer,2016,North Carolina,ACC,SR,WR,13.0,96.0,1112.0,11.6,6.0,3.0,14.0,4.7,0.0,99,1126,11.4,6,14.0,54.0,693.0,12.8,6.0,4.0,10.0,2.5,0.0,58,703,12.1,6,13.0,61.0,757.0,12.4,4.0,8.0,29.0,3.6,0.0,69,786,11.4,4
0,,129.0,1713.0,13.3,12.0,13.0,82.0,6.3,0.0,142,1795,12.6,12,ArDarius Stewart,2016,Alabama,SEC,JR,WR,12.0,54.0,864.0,16.0,8.0,8.0,68.0,8.5,0.0,62,932,15.0,8,15.0,63.0,700.0,11.1,4.0,5.0,14.0,2.8,0.0,68,714,10.5,4,6.0,12.0,149.0,12.4,0.0,0.0,0.0,,0.0,12,149,12.4,0
0,,213.0,3092.0,14.5,25.0,8.0,34.0,4.3,0.0,221,3126,14.1,25,JuJu Smith-Schuster,2016,USC,Pac-12,JR,WR,13.0,70.0,914.0,13.1,10.0,5.0,27.0,5.4,0.0,75,941,12.5,10,14.0,89.0,1454.0,16.3,10.0,1.0,4.0,4.0,0.0,90,1458,16.2,10,13.0,54.0,724.0,13.4,5.0,2.0,3.0,1.5,0.0,56,727,13.0,5
0,,114.0,1729.0,15.2,22.0,20.0,195.0,9.8,2.0,134,1924,14.4,24,John Ross,2016,Washington,Pac-12,JR,WR,14.0,81.0,1150.0,14.2,17.0,8.0,102.0,12.8,1.0,89,1252,14.1,18,,,,,,,,,,0,0,,0,13.0,17.0,371.0,21.8,4.0,6.0,54.0,9.0,1.0,23,425,18.5,5
0,,164.0,2788.0,17.0,30.0,0.0,0.0,,0.0,164,2788,17.0,30,Josh Reynolds,2016,Texas A&M,SEC,SR,WR,13.0,61.0,1039.0,17.0,12.0,0.0,0.0,,0.0,61,1039,17.0,12,12.0,51.0,907.0,17.8,5.0,0.0,0.0,,0.0,51,907,17.8,5,13.0,52.0,842.0,16.2,13.0,0.0,0.0,,0.0,52,842,16.2,13
0,,60.0,823.0,13.7,7.0,37.0,329.0,8.9,4.0,97,1152,11.9,11,Isaiah McKenzie,2016,Georgia,SEC,JR,WR,13.0,44.0,633.0,14.4,7.0,19.0,134.0,7.1,2.0,63,767,12.2,9,8.0,10.0,123.0,12.3,0.0,11.0,117.0,10.6,2.0,21,240,11.4,2,12.0,6.0,67.0,11.2,0.0,7.0,78.0,11.1,0.0,13,145,11.2,0
0,,104.0,1608.0,15.5,14.0,2.0,11.0,5.5,0.0,106,1619,15.3,14,Josh Malone,2016,Tennessee,SEC,JR,WR,13.0,50.0,972.0,19.4,11.0,0.0,0.0,,0.0,50,972,19.4,11,10.0,31.0,405.0,13.1,2.0,0.0,0.0,,0.0,31,405,13.1,2,9.0,23.0,231.0,10.0,1.0,2.0,11.0,5.5,0.0,25,242,9.7,1
0,,81.0,1667.0,20.6,20.0,0.0,0.0,,0.0,81,1667,20.6,20,Mack Hollins,2016,North Carolina,ACC,SR,WR,7.0,16.0,309.0,19.3,4.0,0.0,0.0,,0.0,16,309,19.3,4,13.0,30.0,745.0,24.8,8.0,0.0,0.0,,0.0,30,745,24.8,8,13.0,35.0,613.0,17.5,8.0,0.0,0.0,,0.0,35,613,17.5,8
0,,147.0,2878.0,19.6,28.0,32.0,259.0,8.1,2.0,179,3137,17.5,30,Carlos Henderson,2016,Louisiana Tech,CUSA,JR,WR,13.0,82.0,1535.0,18.7,19.0,14.0,133.0,9.5,2.0,96,1668,17.4,21,11.0,36.0,774.0,21.5,5.0,5.0,54.0,10.8,0.0,41,828,20.2,5,12.0,29.0,569.0,19.6,4.0,13.0,72.0,5.5,0.0,42,641,15.3,4
0,,111.0,1498.0,13.5,12.0,0.0,0.0,,0.0,111,1498,13.5,12,Chad Hansen,2016,California,Pac-12,JR,WR,10.0,92.0,1249.0,13.6,11.0,0.0,0.0,,0.0,92,1249,13.6,11,7.0,19.0,249.0,13.1,1.0,0.0,0.0,,0.0,19,249,13.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,160.0,2285.0,14.3,18.0,29.0,206.0,7.1,3.0,189,2491,13.2,21,Kenny Golladay,2016,Northern Illinois,MAC,SR,WR,12.0,87.0,1156.0,13.3,8.0,20.0,192.0,9.6,2.0,107,1348,12.6,10,14.0,73.0,1129.0,15.5,10.0,9.0,14.0,1.6,1.0,82,1143,13.9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,154.0,2421.0,15.7,18.0,3.0,14.0,4.7,0.0,157,2435,15.5,18,Chris Godwin,2016,Penn State,Big Ten,JR,WR,13.0,59.0,982.0,16.6,11.0,1.0,13.0,13.0,0.0,60,995,16.6,11,13.0,69.0,1101.0,16.0,5.0,0.0,0.0,,0.0,69,1101,16.0,5,13.0,26.0,338.0,13.0,2.0,2.0,1.0,0.5,0.0,28,339,12.1,2
0,,84.0,1898.0,22.6,17.0,2.0,29.0,14.5,0.0,86,1927,22.4,17,Shelton Gibson,2016,West Virginia,Big 12,JR,WR,13.0,43.0,951.0,22.1,8.0,2.0,29.0,14.5,0.0,45,980,21.8,8,12.0,37.0,887.0,24.0,9.0,0.0,0.0,,0.0,37,887,24.0,9,7.0,4.0,60.0,15.0,0.0,0.0,0.0,,0.0,4,60,15.0,0
0,,210.0,2967.0,14.1,24.0,17.0,84.0,4.9,0.0,227,3051,13.4,24,Isaiah Ford,2016,Virginia Tech,ACC,JR,WR,13.0,79.0,1094.0,13.8,7.0,6.0,33.0,5.5,0.0,85,1127,13.3,7,13.0,75.0,1164.0,15.5,11.0,7.0,51.0,7.3,0.0,82,1215,14.8,11,13.0,56.0,709.0,12.7,6.0,4.0,0.0,0.0,0.0,60,709,11.8,6
0,,98.0,1609.0,16.4,14.0,0.0,0.0,,0.0,98,1609,16.4,14,Malachi Dupre,2016,LSU,SEC,JR,WR,11.0,41.0,593.0,14.5,3.0,0.0,0.0,,0.0,41,593,14.5,3,12.0,43.0,698.0,16.2,6.0,0.0,0.0,,0.0,43,698,16.2,6,8.0,14.0,318.0,22.7,5.0,0.0,0.0,,0.0,14,318,22.7,5
0,,222.0,3391.0,15.3,17.0,1.0,3.0,3.0,0.0,223,3394,15.2,17,Robert Davis,2016,Georgia State,Sun Belt,SR,WR,12.0,67.0,968.0,14.4,5.0,0.0,0.0,,0.0,67,968,14.4,5,13.0,61.0,980.0,16.1,6.0,0.0,0.0,,0.0,61,980,16.1,6,12.0,50.0,732.0,14.6,2.0,1.0,3.0,3.0,0.0,51,735,14.4,2
0,,331.0,5278.0,15.9,52.0,3.0,13.0,4.3,0.0,334,5291,15.8,52,Corey Davis,2016,Western Michigan,MAC,SR,WR,14.0,97.0,1500.0,15.5,19.0,1.0,0.0,0.0,0.0,98,1500,15.3,19,13.0,89.0,1429.0,16.1,12.0,1.0,11.0,11.0,0.0,90,1440,16.0,12,12.0,78.0,1408.0,18.1,15.0,0.0,0.0,,0.0,78,1408,18.1,15
0,,151.0,2062.0,13.7,14.0,2.0,2.0,1.0,0.0,153,2064,13.5,14,Amara Darboh,2016,Michigan,Big Ten,SR,WR,13.0,57.0,862.0,15.1,7.0,0.0,0.0,,0.0,57,862,15.1,7,13.0,58.0,727.0,12.5,5.0,2.0,2.0,1.0,0.0,60,729,12.2,5,11.0,36.0,473.0,13.1,2.0,0.0,0.0,,0.0,36,473,13.1,2
0,,166.0,2218.0,13.4,20.0,8.0,125.0,15.6,1.0,174,2343,13.5,21,Stacy Coley,2016,Miami (FL),ACC,SR,WR,13.0,63.0,754.0,12.0,9.0,0.0,0.0,,0.0,63,754,12.0,9,11.0,47.0,689.0,14.7,4.0,1.0,15.0,15.0,0.0,48,704,14.7,4,12.0,23.0,184.0,8.0,0.0,5.0,30.0,6.0,0.0,28,214,7.6,0
0,,114.0,1639.0,14.4,12.0,22.0,219.0,10.0,3.0,136,1858,13.7,15,Jehu Chesson,2016,Michigan,Big Ten,SR,WR,13.0,35.0,500.0,14.3,2.0,12.0,63.0,5.3,1.0,47,563,12.0,3,13.0,50.0,764.0,15.3,9.0,8.0,155.0,19.4,2.0,58,919,15.8,11,8.0,14.0,154.0,11.0,0.0,0.0,0.0,,0.0,14,154,11.0,0
0,,33.0,411.0,12.5,7.0,1.0,-4.0,-4.0,0.0,34,407,12.0,7,Noah Brown,2016,Ohio State,Big Ten,SO,WR,12.0,32.0,402.0,12.6,7.0,0.0,0.0,,0.0,32,402,12.6,7,,,,,,,,,,0,0,,0,2.0,1.0,9.0,9.0,0.0,1.0,-4.0,-4.0,0.0,2,5,2.5,0
0,,62.0,910.0,14.7,8.0,0.0,0.0,,0.0,62,910,14.7,8,Javon Wims,2017,Georgia,SEC,SR,WR,14.0,45.0,720.0,16.0,7.0,0.0,0.0,,0.0,45,720,16.0,7,8.0,17.0,190.0,11.2,1.0,0.0,0.0,,0.0,17,190,11.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,139.0,2640.0,19.0,18.0,12.0,20.0,1.7,0.0,151,2660,17.6,18,Cedrick Wilson,2017,Boise State,MWC,SR,WR,14.0,83.0,1511.0,18.2,7.0,9.0,13.0,1.4,0.0,92,1524,16.6,7,12.0,56.0,1129.0,20.2,11.0,3.0,7.0,2.3,0.0,59,1136,19.3,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,226.0,4472.0,19.8,39.0,9.0,70.0,7.8,1.0,235,4542,19.3,40,James Washington,2017,Oklahoma State,Big 12,SR,WR,13.0,74.0,1549.0,20.9,13.0,3.0,12.0,4.0,1.0,77,1561,20.3,14,13.0,71.0,1380.0,19.4,10.0,4.0,28.0,7.0,0.0,75,1408,18.8,10,13.0,53.0,1087.0,20.5,10.0,1.0,10.0,10.0,0.0,54,1097,20.3,10
0,,65.0,957.0,14.7,16.0,0.0,0.0,,0.0,65,957,14.7,16,Auden Tate,2017,Florida State,ACC,JR,WR,12.0,40.0,548.0,13.7,10.0,0.0,0.0,,0.0,40,548,13.7,10,10.0,25.0,409.0,16.4,6.0,0.0,0.0,,0.0,25,409,16.4,6,,,,,,,,,,0,0,,0
0,,195.0,3220.0,16.5,31.0,1.0,2.0,2.0,1.0,196,3222,16.4,32,Courtland Sutton,2017,SMU,American,JR,WR,13.0,68.0,1085.0,16.0,12.0,1.0,2.0,2.0,1.0,69,1087,15.8,13,12.0,76.0,1246.0,16.4,10.0,0.0,0.0,,0.0,76,1246,16.4,10,12.0,49.0,862.0,17.6,9.0,0.0,0.0,,0.0,49,862,17.6,9
0,,92.0,1484.0,16.1,13.0,0.0,0.0,,0.0,92,1484,16.1,13,Equanimeous St. brown,2017,Notre Dame,Ind,JR,WR,12.0,33.0,515.0,15.6,4.0,0.0,0.0,,0.0,33,515,15.6,4,12.0,58.0,961.0,16.6,9.0,0.0,0.0,,0.0,58,961,16.6,9,2.0,1.0,8.0,8.0,0.0,0.0,0.0,,0.0,1,8,8.0,0
0,,99.0,1362.0,13.8,14.0,0.0,0.0,,0.0,99,1362,13.8,14,Jaleel Scott,2017,New Mexico State,Sun Belt,SR,WR,12.0,76.0,1079.0,14.2,9.0,0.0,0.0,,0.0,76,1079,14.2,9,11.0,23.0,283.0,12.3,5.0,0.0,0.0,,0.0,23,283,12.3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,224.0,2781.0,12.4,19.0,8.0,40.0,5.0,1.0,232,2821,12.2,20,Calvin Ridley,2017,Alabama,SEC,JR,WR,14.0,63.0,967.0,15.3,5.0,2.0,17.0,8.5,0.0,65,984,15.1,5,15.0,72.0,769.0,10.7,7.0,5.0,21.0,4.2,1.0,77,790,10.3,8,15.0,89.0,1045.0,11.7,7.0,1.0,2.0,2.0,0.0,90,1047,11.6,7
0,,163.0,2256.0,13.8,24.0,4.0,42.0,10.5,0.0,167,2298,13.8,24,Dante Pettis ,2017,Washington,Pac-12,SR,WR,13.0,63.0,761.0,12.1,7.0,3.0,50.0,16.7,0.0,66,811,12.3,7,13.0,53.0,822.0,15.5,15.0,0.0,0.0,,0.0,53,822,15.5,15,13.0,30.0,414.0,13.8,1.0,1.0,-8.0,-8.0,0.0,31,406,13.1,1
0,,146.0,2027.0,13.9,17.0,17.0,125.0,7.4,1.0,163,2152,13.2,18,D.J. Moore,2017,Maryland,Big Ten,JR,WR,12.0,80.0,1033.0,12.9,8.0,5.0,61.0,12.2,1.0,85,1094,12.9,9,13.0,41.0,637.0,15.5,6.0,11.0,55.0,5.0,0.0,52,692,13.3,6,11.0,25.0,357.0,14.3,3.0,1.0,9.0,9.0,0.0,26,366,14.1,3
0,,238.0,3590.0,15.1,37.0,31.0,148.0,4.8,3.0,269,3738,13.9,40,Anthony Miller,2017,Memphis,American,SR,WR,13.0,96.0,1462.0,15.2,18.0,10.0,25.0,2.5,0.0,106,1487,14.0,18,13.0,95.0,1434.0,15.1,14.0,12.0,69.0,5.8,1.0,107,1503,14.0,15,12.0,47.0,694.0,14.8,5.0,9.0,54.0,6.0,2.0,56,748,13.4,7
0,,127.0,1226.0,9.7,4.0,18.0,106.0,5.9,0.0,145,1332,9.2,4,Ray-ray McCloud,2017,Clemson,ACC,JR,WR,14.0,49.0,503.0,10.3,1.0,6.0,30.0,5.0,0.0,55,533,9.7,1,13.0,49.0,472.0,9.6,2.0,5.0,28.0,5.6,0.0,54,500,9.3,2,12.0,29.0,251.0,8.7,1.0,7.0,48.0,6.9,0.0,36,299,8.3,1
0,,113.0,1901.0,16.8,14.0,4.0,-6.0,-1.5,0.0,117,1895,16.2,14,Jordan Lasley,2017,UCLA,Pac-12,JR,WR,9.0,69.0,1264.0,18.3,9.0,4.0,-6.0,-1.5,0.0,73,1258,17.2,9,11.0,41.0,620.0,15.1,5.0,0.0,0.0,,0.0,41,620,15.1,5,3.0,3.0,17.0,5.7,0.0,0.0,0.0,,0.0,3,17,5.7,0
0,,234.0,2856.0,12.2,26.0,23.0,120.0,5.2,0.0,257,2976,11.6,26,Christian Kirk,2017,Texas A&M,SEC,JR,WR,13.0,71.0,919.0,12.9,10.0,4.0,31.0,7.8,0.0,75,950,12.7,10,13.0,83.0,928.0,11.2,9.0,8.0,35.0,4.4,0.0,91,963,10.6,9,13.0,80.0,1009.0,12.6,7.0,11.0,54.0,4.9,0.0,91,1063,11.7,7
0,,214.0,2842.0,13.3,18.0,10.0,22.0,2.2,0.0,224,2864,12.8,18,Daesean Hamilton,2017,Penn State,Big Ten,SR,WR,13.0,53.0,857.0,16.2,9.0,1.0,2.0,2.0,0.0,54,859,15.9,9,12.0,34.0,506.0,14.9,1.0,1.0,-12.0,-12.0,0.0,35,494,14.1,1,13.0,45.0,580.0,12.9,6.0,0.0,0.0,,0.0,45,580,12.9,6
0,,176.0,2690.0,15.3,21.0,4.0,15.0,3.8,0.0,180,2705,15.0,21,Michael Gallup,2017,Colorado State,MWC,SR,WR,13.0,100.0,1418.0,14.2,7.0,0.0,0.0,,0.0,100,1418,14.2,7,13.0,76.0,1272.0,16.7,14.0,4.0,15.0,3.8,0.0,80,1287,16.1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,159.0,2424.0,15.2,17.0,8.0,17.0,2.1,1.0,167,2441,14.6,18,Keke Coutee,2017,Texas Tech,Big 12,JR,WR,13.0,93.0,1429.0,15.4,10.0,5.0,15.0,3.0,0.0,98,1444,14.7,10,12.0,55.0,890.0,16.2,7.0,3.0,2.0,0.7,1.0,58,892,15.4,8,5.0,11.0,105.0,9.5,0.0,0.0,0.0,,0.0,11,105,9.5,0
0,,158.0,1873.0,11.9,18.0,1.0,3.0,3.0,1.0,159,1876,11.8,19,Dylan Cantrell,2017,Texas Tech,Big 12,SR,WR,13.0,71.0,816.0,11.5,7.0,1.0,3.0,3.0,1.0,72,819,11.4,8,10.0,58.0,675.0,11.6,8.0,0.0,0.0,,0.0,58,675,11.6,8,,,,,,,,,,0,0,,0
0,,89.0,1399.0,15.7,7.0,8.0,51.0,6.4,1.0,97,1450,14.9,8,Antonio Callaway,2016,Florida,SEC,SO,WR,12.0,54.0,721.0,13.4,3.0,5.0,32.0,6.4,1.0,59,753,12.8,4,14.0,35.0,678.0,19.4,4.0,3.0,19.0,6.3,0.0,38,697,18.3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0
0,,130.0,2040.0,15.7,20.0,1.0,-5.0,-5.0,0.0,131,2035,15.5,20,Deon Cain,2017,Clemson,ACC,JR,WR,14.0,58.0,734.0,12.7,6.0,0.0,0.0,,0.0,58,734,12.7,6,15.0,38.0,724.0,19.1,9.0,0.0,0.0,,0.0,38,724,19.1,9,11.0,34.0,582.0,17.1,5.0,1.0,-5.0,-5.0,0.0,35,577,16.5,5
0,,100.0,1175.0,11.8,14.0,4.0,72.0,18.0,0.0,104,1247,12.0,14,Braxton Berrios,2017,Miami (FL),ACC,SR,WR,13.0,55.0,679.0,12.3,9.0,0.0,0.0,,0.0,55,679,12.3,9,11.0,12.0,178.0,14.8,2.0,0.0,0.0,,0.0,12,178,14.8,2,11.0,12.0,86.0,7.2,0.0,4.0,72.0,18.0,0.0,16,158,9.9,0
0,,146.0,2466.0,16.9,13.0,1.0,1.0,1.0,0.0,147,2467,16.8,13,Marcell Ateman,2017,Oklahoma State,Big 12,SR,WR,13.0,59.0,1156.0,19.6,8.0,0.0,0.0,,0.0,59,1156,19.6,8,12.0,45.0,766.0,17.0,5.0,1.0,1.0,1.0,0.0,46,767,16.7,5,8.0,20.0,268.0,13.4,0.0,0.0,0.0,,0.0,20,268,13.4,0
0,,79.0,1605.0,20.3,11.0,0.0,0.0,,0.0,79,1605,20.3,11,Darius Slayton,2018,Auburn,SEC,JR,WR,11.0,35.0,670.0,19.1,5.0,0.0,0.0,,0.0,35,670,19.1,5,11.0,29.0,643.0,22.2,5.0,0.0,0.0,,0.0,29,643,22.2,5,7.0,15.0,292.0,19.5,1.0,0.0,0.0,,0.0,15,292,19.5,1
0,,148.0,2076.0,14.0,16.0,25.0,154.0,6.2,7.0,173,2230,12.9,23,Deebo Samuel,2018,South Carolina,SEC,SR,WR,12.0,62.0,882.0,14.2,11.0,8.0,26.0,3.3,0.0,70,908,13.0,11,3.0,15.0,250.0,16.7,3.0,2.0,30.0,15.0,1.0,17,280,16.5,4,10.0,59.0,783.0,13.3,1.0,15.0,98.0,6.5,6.0,74,881,11.9,7
0,,69.0,1015.0,14.7,13.0,4.0,46.0,11.5,0.0,73,1061,14.5,13,Riley Ridley,2018,Georgia,SEC,JR,WR,14.0,43.0,559.0,13.0,9.0,0.0,0.0,,0.0,43,559,13.0,9,8.0,14.0,218.0,15.6,2.0,1.0,5.0,5.0,0.0,15,223,14.9,2,6.0,12.0,238.0,19.8,2.0,3.0,41.0,13.7,0.0,15,279,18.6,2
0,,186.0,2133.0,11.5,15.0,0.0,0.0,,0.0,186,2133,11.5,15,Hunter Renfrow,2018,Clemson,ACC,SR,WR,15.0,49.0,544.0,11.1,1.0,0.0,0.0,,0.0,49,544,11.1,1,14.0,60.0,602.0,10.0,3.0,0.0,0.0,,0.0,60,602,10.0,3,11.0,44.0,495.0,11.3,6.0,0.0,0.0,,0.0,44,495,11.3,6
0,,119.0,1710.0,14.4,14.0,5.0,11.0,2.2,0.0,124,1721,13.9,14,Dillon Mitchell,2018,Oregon,Pac-12,JR,WR,13.0,75.0,1184.0,15.8,10.0,1.0,5.0,5.0,0.0,76,1189,15.6,10,11.0,42.0,517.0,12.3,4.0,4.0,6.0,1.5,0.0,46,523,11.4,4,5.0,2.0,9.0,4.5,0.0,0.0,0.0,,0.0,2,9,4.5,0
0,,67.0,1228.0,18.3,14.0,0.0,0.0,,0.0,67,1228,18.3,14,D.K. Metcalf,2018,Ole Miss,SEC,SO,WR,7.0,26.0,569.0,21.9,5.0,0.0,0.0,,0.0,26,569,21.9,5,12.0,39.0,646.0,16.6,7.0,0.0,0.0,,0.0,39,646,16.6,7,2.0,2.0,13.0,6.5,2.0,0.0,0.0,,0.0,2,13,6.5,2
0,,75.0,1251.0,16.7,19.0,0.0,0.0,,0.0,75,1251,16.7,19,Terry McLaurin,2018,Ohio State,Big Ten,SR,WR,12.0,35.0,701.0,20.0,11.0,0.0,0.0,,0.0,35,701,20.0,11,13.0,29.0,436.0,15.0,6.0,0.0,0.0,,0.0,29,436,15.0,6,13.0,11.0,114.0,10.4,2.0,0.0,0.0,,0.0,11,114,10.4,2
0,,125.0,2019.0,16.2,11.0,1.0,13.0,13.0,0.0,126,2032,16.1,11,Bisi Johnson,2018,Colorado State,MWC,SR,WR,11.0,54.0,796.0,14.7,4.0,0.0,0.0,,0.0,54,796,14.7,4,12.0,41.0,595.0,14.5,2.0,0.0,0.0,,0.0,41,595,14.5,2,11.0,28.0,613.0,21.9,4.0,1.0,13.0,13.0,0.0,29,626,21.6,4
0,,275.0,3463.0,12.6,24.0,8.0,27.0,3.4,0.0,283,3490,12.3,24,Keesean Johnson,2018,Fresno State,MWC,SR,WR,14.0,95.0,1340.0,14.1,8.0,4.0,14.0,3.5,0.0,99,1354,13.7,8,14.0,77.0,1013.0,13.2,8.0,1.0,0.0,0.0,0.0,78,1013,13.0,8,12.0,66.0,773.0,11.7,6.0,3.0,13.0,4.3,0.0,69,786,11.4,6
0,,135.0,2235.0,16.6,23.0,4.0,26.0,6.5,0.0,139,2261,16.3,23,Diontae Johnson,2018,Toledo,MAC,JR,WR,13.0,49.0,761.0,15.5,8.0,2.0,17.0,8.5,0.0,51,778,15.3,8,14.0,74.0,1278.0,17.3,13.0,2.0,9.0,4.5,0.0,76,1287,16.9,13,11.0,12.0,196.0,16.3,2.0,0.0,0.0,,0.0,12,196,16.3,2
0,,168.0,2294.0,13.7,17.0,0.0,0.0,,0.0,168,2294,13.7,17,Gary Jennings,2018,West Virginia,Big 12,SR,WR,11.0,54.0,917.0,17.0,13.0,0.0,0.0,,0.0,54,917,17.0,13,13.0,97.0,1096.0,11.3,1.0,0.0,0.0,,0.0,97,1096,11.3,1,11.0,10.0,165.0,16.5,2.0,0.0,0.0,,0.0,10,165,16.5,2
0,,231.0,3526.0,15.3,30.0,40.0,342.0,8.6,2.0,271,3868,14.3,32,Andy Isabella,2018,Massachusetts,Ind,SR,WR,12.0,102.0,1698.0,16.6,13.0,11.0,79.0,7.2,1.0,113,1777,15.7,14,12.0,65.0,1020.0,15.7,10.0,14.0,135.0,9.6,1.0,79,1155,14.6,11,12.0,62.0,801.0,12.9,7.0,12.0,100.0,8.3,0.0,74,901,12.2,7
0,,213.0,2889.0,13.6,22.0,23.0,144.0,6.3,3.0,236,3033,12.9,25,N'Keal Harry,2018,Arizona State,Pac-12,JR,WR,12.0,73.0,1088.0,14.9,9.0,7.0,10.0,1.4,1.0,80,1098,13.7,10,13.0,82.0,1142.0,13.9,8.0,13.0,65.0,5.0,0.0,95,1207,12.7,8,12.0,58.0,659.0,11.4,5.0,3.0,69.0,23.0,2.0,61,728,11.9,7
0,,177.0,2665.0,15.1,16.0,0.0,0.0,,0.0,177,2665,15.1,16,Kelvin Harmon,2018,North Carolina State,ACC,JR,WR,12.0,81.0,1186.0,14.6,7.0,0.0,0.0,,0.0,81,1186,14.6,7,13.0,69.0,1017.0,14.7,4.0,0.0,0.0,,0.0,69,1017,14.7,4,10.0,27.0,462.0,17.1,5.0,0.0,0.0,,0.0,27,462,17.1,5
